tailnum,manufacturer,issue_date,model,status,aircraft_type,engine_type
N334NW,AIRBUS INDUSTRIE,1992-09-01,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N334SW,BOEING,1988-06-16,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N334UA,BOEING,1988-12-01,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N335AA,BOEING,1987-12-11,767-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N335NB,AIRBUS INDUSTRIE,2002-01-24,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N335NW,AIRBUS INDUSTRIE,2007-07-11,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N335SW,BOEING,1988-06-18,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N335UA,BOEING,1988-12-02,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N33608,BOEING,1994-04-06,737-524,1,Fixed Wing Multi-Engine,Turbo-Fan
N336AA,BOEING,1987-12-21,767-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N336AT,BOEING,2008-02-15,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N336NB,AIRBUS INDUSTRIE,2002-02-21,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N336NW,AIRBUS INDUSTRIE,2007-07-12,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N336SW,BOEING,1988-06-18,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N336UA,BOEING,2004-05-13,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N33714,BOEING,1998-09-29,737-724,1,Fixed Wing Multi-Engine,Turbo-Jet
N337AT,BOEING,2008-03-18,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N337NB,AIRBUS INDUSTRIE,2002-02-25,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N337NW,AIRBUS INDUSTRIE,2007-07-19,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N337SW,BOEING,2004-03-22,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N337UA,BOEING,2004-05-11,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N338AA,BOEING,1988-01-19,767-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N338AT,BOEING,2008-05-05,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N338NB,AIRBUS,2002-03-08,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N338NW,AIRBUS INDUSTRIE,2004-09-13,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N338SW,BOEING,2004-03-22,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N338UA,BOEING,2004-05-12,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N339AA,BOEING,1988-01-28,767-223,1,Fixed Wing Multi-Engine,Turbo-Fan
N339NB,AIRBUS,2002-03-27,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N339NW,AIRBUS INDUSTRIE,2007-07-17,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N339SW,BOEING,1998-09-26,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N339UA,BOEING,2007-11-29,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N340CA,BOMBARDIER INC,2007-12-28,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N340LV,BOEING,2003-08-07,737-3K2,1,Fixed Wing Multi-Engine,Turbo-Jet
N340NB,AIRBUS,2002-04-04,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N340NW,AIRBUS INDUSTRIE,2007-07-11,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N340RC,SAAB-SCANIA,1993-06-09,SAAB 340B,1,Fixed Wing Multi-Engine,Turbo-Prop
N340UA,BOEING,2007-11-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N34110,EMBRAER,2003-06-25,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N34111,EMBRAER,2003-06-25,EMB-145XR,1,Fixed Wing Multi-Engine,Turbo-Fan
N34131,BOEING,1998-06-10,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N34137,BOEING,1999-11-30,757-224,1,Fixed Wing Multi-Engine,Turbo-Jet
N341NB,AIRBUS,2002-05-09,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N341NW,AIRBUS INDUSTRIE,2007-07-17,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N341SW,BOEING,1998-09-26,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N341UA,BOEING,1988-12-02,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N34222,BOEING,1998-12-09,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N34282,BOEING,2004-01-28,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N342NB,AIRBUS,2002-05-30,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N342NW,AIRBUS INDUSTRIE,2004-09-14,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N342SW,BOEING,1999-05-01,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N342UA,BOEING,1988-11-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N343AA,SIKORSKY,2003-12-05,S-76A,1,Rotorcraft,Turbo-Shaft
N343NB,AIRBUS,2002-06-14,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N343NW,AIRBUS INDUSTRIE,2007-07-17,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N343SW,BOEING,1999-05-03,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N344AA,GULFSTREAM AEROSPACE,2002-10-21,G-IV,1,Fixed Wing Multi-Engine,Turbo-Fan
N344AT,BOEING,2008-05-19,737-7BD,1,Fixed Wing Multi-Engine,Turbo-Fan
N344NB,AIRBUS,2002-06-27,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N344NW,AIRBUS INDUSTRIE,2007-07-17,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N344SW,BOEING,1999-05-03,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N345AA,GULFSTREAM AEROSPACE,1998-10-28,G-IV,1,Fixed Wing Multi-Engine,Turbo-Fan
N345NB,AIRBUS,2002-07-08,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N345NW,AIRBUS INDUSTRIE,2007-07-19,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N345SA,BOEING,2002-06-13,737-3K2,1,Fixed Wing Multi-Engine,Turbo-Jet
N346NB,AIRBUS,2002-08-28,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N346SW,BOEING,1999-04-30,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N346UA,BOEING,1989-01-04,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N347AA,SIKORSKY,2007-11-28,S-76A,1,Rotorcraft,Turbo-Shaft
N347NB,AIRBUS,2002-08-29,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N347NW,AIRBUS INDUSTRIE,2007-07-19,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N347SW,BOEING,1989-06-07,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N347UA,BOEING,1989-01-03,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N348AA,SIKORSKY,1998-11-19,S-76A,1,Rotorcraft,Turbo-Shaft
N348NB,AIRBUS,2002-09-23,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N348NW,AIRBUS INDUSTRIE,2007-07-20,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N348SW,BOEING,1989-06-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N348UA,BOEING,1989-01-13,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N349AA,AEROSPATIALE,1998-11-19,AS 355F1,1,Rotorcraft,Turbo-Shaft
N349NB,AIRBUS,2002-09-25,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N349NW,AIRBUS INDUSTRIE,2007-07-13,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N349SW,BOEING,1989-07-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N349UA,BOEING,1989-01-26,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N350AA,PIPER,1995-11-15,PA-31-350,1,Fixed Wing Multi-Engine,Reciprocating
N350NA,AIRBUS INDUSTRIE,2007-07-19,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N350SW,BOEING,1989-08-22,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N350UA,BOEING,1989-04-07,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N351AA,BOEING,1996-06-27,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N351NB,AIRBUS,2002-10-10,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N351NW,AIRBUS INDUSTRIE,1998-12-18,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N351SW,BOEING,2000-03-02,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N351UA,BOEING,2005-09-12,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N35204,BOEING,2000-07-17,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N35260,BOEING,2001-06-11,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N35271,BOEING,2001-11-02,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N352AA,BOEING,1996-06-24,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N352NB,AIRBUS,2002-10-22,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N352NW,AIRBUS INDUSTRIE,1998-06-26,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N352SW,BOEING,1990-11-28,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N353AA,BOEING,1996-06-26,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N353NB,AIRBUS,2002-10-25,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N353NW,AIRBUS INDUSTRIE,1998-06-26,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N353SW,BOEING,1990-12-03,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N35407,BOEING,2001-09-21,737-924,1,Fixed Wing Multi-Engine,Turbo-Fan
N354AA,BOEING,1996-07-10,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N354CA,BOMBARDIER INC,2007-12-19,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N354NB,AIRBUS,2002-11-07,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N354NW,AIRBUS INDUSTRIE,1998-06-26,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N354SW,BOEING,1991-08-03,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N355AA,BOEING,1988-06-16,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N355CA,BOMBARDIER INC,2007-12-20,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N355NB,AIRBUS,2002-11-14,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N355NW,AIRBUS INDUSTRIE,1998-10-21,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N355SW,BOEING,1991-08-12,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N356NW,AIRBUS INDUSTRIE,1998-12-18,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N356SW,BOEING,1991-08-16,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N357AA,BOEING,1996-06-20,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N357NB,AIRBUS,2002-12-19,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N357NW,AIRBUS INDUSTRIE,1998-12-18,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N357SW,BOEING,1992-06-10,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N358AA,BOEING,2008-07-07,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N358NB,AIRBUS,2003-03-18,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N358NW,AIRBUS INDUSTRIE,1998-12-18,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N358SW,BOEING,1992-06-11,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N359AA,BOEING,1996-06-19,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N359NB,AIRBUS,2003-02-26,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N359NW,AIRBUS INDUSTRIE,1998-12-17,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N359SW,BOEING,2004-05-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N360AA,BOEING,1996-07-02,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N360NB,AIRBUS,2003-05-08,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N360NW,AIRBUS INDUSTRIE,1998-12-18,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N360SW,BOEING,2004-05-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N361AA,BOEING,1996-07-09,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N361NB,AIRBUS,2003-05-21,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N361NW,AIRBUS INDUSTRIE,1998-12-16,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N361SW,BOEING,2004-05-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N36207,BOEING,2000-08-08,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N36247,BOEING,1999-12-03,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N36272,BOEING,2001-11-16,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N36280,BOEING,2003-12-18,737-824,1,Fixed Wing Multi-Engine,Turbo-Fan
N362AA,BOEING,1996-07-01,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N362NB,AIRBUS,2003-06-05,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N362NW,AIRBUS INDUSTRIE,1998-12-16,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N362SW,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N363AA,BOEING,1988-09-16,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N363NB,AIRBUS,2003-06-20,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N363NW,AIRBUS INDUSTRIE,1998-12-16,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N363SW,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N364NB,AIRBUS,2003-06-27,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N364NW,AIRBUS INDUSTRIE,1999-12-23,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N364SW,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N364UA,BOEING,1989-09-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N365AA,AGUSTA SPA,2003-10-21,A109E,1,Rotorcraft,Turbo-Shaft
N365NB,AIRBUS,2003-08-05,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N365NW,AIRBUS INDUSTRIE,1999-12-23,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N365SW,BOEING,2004-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N365UA,BOEING,1989-09-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N366AA,BOEING,1999-12-28,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N366NB,AIRBUS,2003-09-04,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N366NW,AIRBUS INDUSTRIE,1999-12-23,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N366SW,BOEING,1993-05-13,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N366UA,BOEING,1989-09-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N367CA,BOMBARDIER INC,2008-01-08,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N367NW,AIRBUS INDUSTRIE,1999-09-16,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N367SW,BOEING,1993-05-17,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
N367UA,BOEING,1989-09-28,737-322,1,Fixed Wing Multi-Engine,Turbo-Fan
N368AA,BOEING,2002-11-08,767-323,1,Fixed Wing Multi-Engine,Turbo-Fan
N368CA,BOMBARDIER INC,2008-01-08,CL-600-2C10,1,Fixed Wing Multi-Engine,Turbo-Fan
N368NB,AIRBUS,2003-10-09,A319-114,1,Fixed Wing Multi-Engine,Turbo-Fan
N368NW,AIRBUS INDUSTRIE,1999-09-16,A320-212,1,Fixed Wing Multi-Engine,Turbo-Fan
N368SW,BOEING,1993-05-20,737-3H4,1,Fixed Wing Multi-Engine,Turbo-Fan
